trial,kp,ki,kd,t,h,ax,ay,az,pitch,roll,yaw,v_est,err,cmd
refine,1.58,0.5833333333333333,1.3611111111111112,8.225105285644531,0.1,5.0,-3.0,-998.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.275981426239014,0.1,5.0,-3.0,-998.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.327208042144775,0.1,5.0,-1.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.379178047180176,0.1,5.0,-1.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.430272102355957,0.1,5.0,-1.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.481482028961182,0.1,5.0,-1.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.533666610717773,0.1,4.0,-2.0,-997.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.584544897079468,0.1,4.0,-2.0,-997.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.636210680007935,0.1,4.0,-3.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.687078952789307,0.1,4.0,-3.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.737738609313965,0.1,6.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.788423776626587,0.1,6.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.838945627212524,0.1,3.0,-1.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.889904737472534,0.1,3.0,-1.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.940423250198364,0.1,6.0,-3.0,-998.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,8.991071701049805,0.1,6.0,-3.0,-998.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.042487621307373,0.1,6.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.093310594558716,0.1,6.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.143835544586182,0.1,4.0,-2.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.194366455078125,0.1,4.0,-2.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.244921922683716,0.1,5.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.296713829040527,0.1,5.0,-2.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.348289966583252,0.1,7.0,-4.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.40023136138916,0.1,7.0,-4.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.451857328414917,0.1,5.0,-3.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.502556800842285,0.1,5.0,-3.0,-1001.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.553304195404053,0.1,7.0,-4.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.60411524772644,0.1,7.0,-4.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.655161380767822,0.1,5.0,-2.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.706487655639648,0.1,5.0,-2.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.757076740264893,0.1,5.0,-3.0,-997.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.807822227478027,0.1,5.0,-3.0,-997.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.858677625656128,0.1,6.0,-4.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.91013479232788,0.1,6.0,-4.0,-999.0,0.0,0.0,2.0,0.0,0.9,0.05
refine,1.58,0.5833333333333333,1.3611111111111112,9.96155071258545,0.1,6.0,-5.0,-1000.0,0.0,0.0,2.0,0.0,0.9,0.05
